Handle,Command,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Image Command,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status,Metafield: custom.style_code [single_line_text_field],Metafield: custom.fabric [single_line_text_field],Metafield: custom.colour [single_line_text_field],Metafield: custom.fit [single_line_text_field],Metafield: custom.neckline [single_line_text_field],Metafield: custom.sleeves [single_line_text_field],Metafield: custom.bottom [single_line_text_field],Metafield: custom.dupatta [single_line_text_field],Metafield: custom.pattern [single_line_text_field],Metafield: custom.length [single_line_text_field],Metafield: custom.care_instructions [single_line_text_field],Metafield: custom.net_quantity [single_line_text_field],Metafield: custom.model_size [single_line_text_field],Metafield: custom.country_of_origin [single_line_text_field],Metafield: custom.marketed_by [multi_line_text_field],Metafield: custom.manufactured_by [multi_line_text_field]
peach-embroidered-rayon-straight-kurta-pant-dupatta-set,MERGE,Peach Embroidered Rayon Straight Kurta Pant Dupatta Set,"<p>This Peach Embroidered 3-Piece Kurta Pant Dupatta Set, crafted from premium rayon fabric for a soft feel, breathable comfort, and a graceful drape. The straight-fit kurta is beautifully adorned with intricate peach floral embroidery across the yoke, sleeves, and front panel, adding a touch of timeless sophistication.</p><p>Paired with matching straight pants and a lightweight embroidered dupatta, this ensemble is perfect for festive occasions, family gatherings, office wear, and elegant daytime celebrations.</p>",Raa Vedic,Kurta Set,"3 Piece Set, Rayon, 2500 to 3500, Under the Neem Trees, New Arrival, Peach, Straight Fit, Embroidered, Floral, Festive, Office Wear, Family Gatherings, Daytime Celebrations",TRUE,Size,S,10041-PEACH-S,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425761,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10041-peach-jul-01.jpg,1,"Peach Embroidered Rayon Straight Kurta Pant Dupatta Set, view 1",REPLACE,FALSE,Peach Embroidered Rayon Straight Kurta Pant Dupatta Set | Raa Vedic,"This Peach Embroidered 3-Piece Kurta Pant Dupatta Set, crafted from premium rayon fabric for a soft feel, breathable comfort, and a graceful drape. The straight-fit kurta is beautifully adorned with intricate peach floral embroidery across the yoke, sleeves, and front panel, adding a touch of timeless sophistication.Pa",g,active,10041,Rayon,Peach,Straight Fit,Round V-Neck,Three-Quarter Sleeves,Solid Straight Rayon Pants,Lightweight Embroidered Dupatta,Embroidered Floral,,Gentle Hand Wash or Machine Wash on Delicate Cycle,3,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
peach-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,Size,M,10041-PEACH-M,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425778,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10041-peach-jul-02.jpg,2,"Peach Embroidered Rayon Straight Kurta Pant Dupatta Set, view 2",,,,,g,,,,,,,,,,,,,,,,,
peach-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,Size,L,10041-PEACH-L,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425785,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10041-peach-jul-03.jpg,3,"Peach Embroidered Rayon Straight Kurta Pant Dupatta Set, view 3",,,,,g,,,,,,,,,,,,,,,,,
peach-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,Size,XL,10041-PEACH-XL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425792,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10041-peach-jul-04.jpg,4,"Peach Embroidered Rayon Straight Kurta Pant Dupatta Set, view 4",,,,,g,,,,,,,,,,,,,,,,,
peach-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,Size,XXL,10041-PEACH-XXL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425808,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10041-peach-jul-05.jpg,5,"Peach Embroidered Rayon Straight Kurta Pant Dupatta Set, view 5",,,,,g,,,,,,,,,,,,,,,,,
peach-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10041-peach-jul-06.jpg,6,"Peach Embroidered Rayon Straight Kurta Pant Dupatta Set, view 6",,,,,,,,,,,,,,,,,,,,,,
peach-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10041-peach-jul-07.jpg,7,"Peach Embroidered Rayon Straight Kurta Pant Dupatta Set, view 7",,,,,,,,,,,,,,,,,,,,,,
olive-embroidered-cotton-satin-kurta-set-with-pants-dupatta-product-de,MERGE,Olive Embroidered Cotton Satin Kurta Set with Pants & Dupatta Product Description,"<p>Crafted from soft cotton satin fabric, this elegant olive kurta features intricate embroidery on the neckline with subtle embellishments for a graceful look. It is paired with matching straight pants and a lightweight white dupatta with delicate detailing, creating a complete ethnic ensemble.</p><p>Designed for comfort and style, this outfit is perfect for festive occasions, office wear, casual outings.</p>",Raa Vedic,Kurta Set,"3 Piece Set, Cotton Satin, 2500 to 3500, Under the Neem Trees, New Arrival, Olive, Straight Fit, Embroidered, Festive, Office Wear, Casual",TRUE,Size,S,10023-OLIVE-S,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425563,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10023-olive-jul-01.jpg,1,"Olive Embroidered Cotton Satin Kurta Set with Pants & Dupatta Product Description, view 1",REPLACE,FALSE,Olive Embroidered Cotton Satin Kurta Set with Pants & Dupatta Product ,"Crafted from soft cotton satin fabric, this elegant olive kurta features intricate embroidery on the neckline with subtle embellishments for a graceful look. It is paired with matching straight pants and a lightweight white dupatta with delicate detailing, creating a complete ethnic ensemble.Designed for comfort and st",g,active,10023,Cotton Satin,Olive,Straight Fit,Round Neck,3/4 Sleeves,,,Embroidered,,Gentle Machine Wash or Hand Wash Recommended,3,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
olive-embroidered-cotton-satin-kurta-set-with-pants-dupatta-product-de,,,,,,,,Size,M,10023-OLIVE-M,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425570,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10023-olive-jul-02.jpg,2,"Olive Embroidered Cotton Satin Kurta Set with Pants & Dupatta Product Description, view 2",,,,,g,,,,,,,,,,,,,,,,,
olive-embroidered-cotton-satin-kurta-set-with-pants-dupatta-product-de,,,,,,,,Size,L,10023-OLIVE-L,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425587,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10023-olive-jul-03.jpg,3,"Olive Embroidered Cotton Satin Kurta Set with Pants & Dupatta Product Description, view 3",,,,,g,,,,,,,,,,,,,,,,,
olive-embroidered-cotton-satin-kurta-set-with-pants-dupatta-product-de,,,,,,,,Size,XL,10023-OLIVE-XL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425594,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10023-olive-jul-04.jpg,4,"Olive Embroidered Cotton Satin Kurta Set with Pants & Dupatta Product Description, view 4",,,,,g,,,,,,,,,,,,,,,,,
olive-embroidered-cotton-satin-kurta-set-with-pants-dupatta-product-de,,,,,,,,Size,XXL,10023-OLIVE-XXL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425600,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10023-olive-jul-05.jpg,5,"Olive Embroidered Cotton Satin Kurta Set with Pants & Dupatta Product Description, view 5",,,,,g,,,,,,,,,,,,,,,,,
olive-embroidered-cotton-satin-kurta-set-with-pants-dupatta-product-de,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10023-olive-jul-06.jpg,6,"Olive Embroidered Cotton Satin Kurta Set with Pants & Dupatta Product Description, view 6",,,,,,,,,,,,,,,,,,,,,,
olive-embroidered-cotton-satin-kurta-set-with-pants-dupatta-product-de,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10023-olive-jul-07.jpg,7,"Olive Embroidered Cotton Satin Kurta Set with Pants & Dupatta Product Description, view 7",,,,,,,,,,,,,,,,,,,,,,
lavender-floral-printed-fendy-silk-straight-kurta-pant-dupatta-set,MERGE,Lavender Floral Printed Fendy Silk Straight Kurta Pant Dupatta Set,"<p>This elegant Lavender Floral Printed 3-Piece Kurta Pant Dupatta Set, crafted from premium Fendy Silk fabric for a luxurious feel and graceful drape. The straight-fit kurta features delicate floral prints along the hem, accented with subtle motifs throughout and contrast yellow piping on the neckline, sleeves, and hem for a sophisticated finish.</p><p>Paired with matching straight pants and Dupatta.</p>",Raa Vedic,Kurta Set,"3 Piece Set, Glass Crepe, 1500 to 2500, Under the Neem Trees, New Arrival, Lavender, Bestseller, Straight Fit, Printed, Floral",TRUE,Size,S,10003-LAVENDER-S,700,shopify,10,deny,manual,2499,,TRUE,TRUE,8903629372232,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10003-lavender-jul-01.jpg,1,"Lavender Floral Printed Fendy Silk Straight Kurta Pant Dupatta Set, view 1",REPLACE,FALSE,Lavender Floral Printed Fendy Silk Straight Kurta Pant Dupatta Set | R,"This elegant Lavender Floral Printed 3-Piece Kurta Pant Dupatta Set, crafted from premium Fendy Silk fabric for a luxurious feel and graceful drape. The straight-fit kurta features delicate floral prints along the hem, accented with subtle motifs throughout and contrast yellow piping on the neckline, sleeves, and hem f",g,active,10003,Glass Crepe,Lavender,Straight Fit,Mandarin V-Neck,Three-Quarter Sleeves,Solid Straight Fendy Silk Pants,Floral Printed Fendy Silk Dupatta,Floral Print with Gold Buti Detailing,,Dry Clean Recommended or Gentle Hand Wash,3,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
lavender-floral-printed-fendy-silk-straight-kurta-pant-dupatta-set,,,,,,,,Size,M,10003-LAVENDER-M,700,shopify,10,deny,manual,2499,,TRUE,TRUE,8903629372249,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10003-lavender-jul-02.jpg,2,"Lavender Floral Printed Fendy Silk Straight Kurta Pant Dupatta Set, view 2",,,,,g,,,,,,,,,,,,,,,,,
lavender-floral-printed-fendy-silk-straight-kurta-pant-dupatta-set,,,,,,,,Size,L,10003-LAVENDER-L,700,shopify,10,deny,manual,2499,,TRUE,TRUE,8903629372256,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10003-lavender-jul-03.jpg,3,"Lavender Floral Printed Fendy Silk Straight Kurta Pant Dupatta Set, view 3",,,,,g,,,,,,,,,,,,,,,,,
lavender-floral-printed-fendy-silk-straight-kurta-pant-dupatta-set,,,,,,,,Size,XL,10003-LAVENDER-XL,700,shopify,10,deny,manual,2499,,TRUE,TRUE,8903629372263,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10003-lavender-jul-04.jpg,4,"Lavender Floral Printed Fendy Silk Straight Kurta Pant Dupatta Set, view 4",,,,,g,,,,,,,,,,,,,,,,,
lavender-floral-printed-fendy-silk-straight-kurta-pant-dupatta-set,,,,,,,,Size,XXL,10003-LAVENDER-XXL,700,shopify,10,deny,manual,2499,,TRUE,TRUE,8903629372270,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10003-lavender-jul-05.jpg,5,"Lavender Floral Printed Fendy Silk Straight Kurta Pant Dupatta Set, view 5",,,,,g,,,,,,,,,,,,,,,,,
lavender-floral-printed-fendy-silk-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10003-lavender-jul-06.jpg,6,"Lavender Floral Printed Fendy Silk Straight Kurta Pant Dupatta Set, view 6",,,,,,,,,,,,,,,,,,,,,,
lavender-floral-printed-fendy-silk-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10003-lavender-jul-07.jpg,7,"Lavender Floral Printed Fendy Silk Straight Kurta Pant Dupatta Set, view 7",,,,,,,,,,,,,,,,,,,,,,
peach-embroidered-cotton-flex-straight-kurta-pant-dupatta-set,MERGE,Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set,"<p>This Peach Embroidered 3-Piece Kurta Pant Dupatta Set, crafted from premium Cotton Flex fabric for breathable comfort and a graceful drape. The straight-fit kurta features delicate white embroidery on the yoke, front panel, and hem, creating a refined and sophisticated look.</p><p>Paired with matching straight white pants and a lightweight white dupatta with subtle embroidered accents, this ensemble is perfect for festive celebrations, office wear, family gatherings, and daytime occasions.</p>",Raa Vedic,Kurta Set,"3 Piece Set, Cotton Flex, 2500 to 3500, Under the Neem Trees, New Arrival, Peach, Straight Fit, Embroidered, Festive, Office Wear, Family Gatherings",TRUE,Size,S,10036-PEACH-S,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425310,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10036-peach-jul-01.jpg,1,"Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 1",REPLACE,FALSE,Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set | Raa Ve,"This Peach Embroidered 3-Piece Kurta Pant Dupatta Set, crafted from premium Cotton Flex fabric for breathable comfort and a graceful drape. The straight-fit kurta features delicate white embroidery on the yoke, front panel, and hem, creating a refined and sophisticated look.Paired with matching straight white pants and",g,active,10036,Cotton Flex,Peach,Straight Fit,V-Neck,Three-Quarter Sleeves,Solid Straight Cotton Flex Pants,White Cotton Dupatta with Delicate Embroidered Accents,Embroidered,,Gentle Hand Wash or Machine Wash on Delicate Cycle,3,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
peach-embroidered-cotton-flex-straight-kurta-pant-dupatta-set,,,,,,,,Size,M,10036-PEACH-M,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425327,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10036-peach-jul-02.jpg,2,"Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 2",,,,,g,,,,,,,,,,,,,,,,,
peach-embroidered-cotton-flex-straight-kurta-pant-dupatta-set,,,,,,,,Size,L,10036-PEACH-L,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425334,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10036-peach-jul-03.jpg,3,"Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 3",,,,,g,,,,,,,,,,,,,,,,,
peach-embroidered-cotton-flex-straight-kurta-pant-dupatta-set,,,,,,,,Size,XL,10036-PEACH-XL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425341,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10036-peach-jul-04.jpg,4,"Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 4",,,,,g,,,,,,,,,,,,,,,,,
peach-embroidered-cotton-flex-straight-kurta-pant-dupatta-set,,,,,,,,Size,XXL,10036-PEACH-XXL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425358,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10036-peach-jul-05.jpg,5,"Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 5",,,,,g,,,,,,,,,,,,,,,,,
peach-embroidered-cotton-flex-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10036-peach-jul-06.jpg,6,"Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 6",,,,,,,,,,,,,,,,,,,,,,
peach-embroidered-cotton-flex-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10036-peach-jul-07.jpg,7,"Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 7",,,,,,,,,,,,,,,,,,,,,,
peach-embroidered-cotton-flex-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10036-peach-jul-08.jpg,8,"Peach Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 8",,,,,,,,,,,,,,,,,,,,,,
off-white-embroidered-rayon-straight-kurta-pant-dupatta-set,MERGE,Off White Embroidered Rayon Straight Kurta Pant Dupatta Set,"<p>This Off White Embroidered 3-Piece Kurta Set, crafted from premium rayon fabric for exceptional comfort and a graceful drape. The straight-fit kurta features intricate embroidery on the yoke, adding a refined touch to its minimalistic design.</p><p>Paired with matching straight pants and a beautifully textured dupatta in a soft mauve hue, this ensemble creates a sophisticated ethnic look perfect for every occasion.</p>",Raa Vedic,Kurta Set,"3 Piece Set, Rayon, 2500 to 3500, Under the Neem Trees, New Arrival, Off White, Straight Fit, Embroidered",TRUE,Size,S,10025-OFFWHITE-S,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425815,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10025-off-white-jul-01.jpg,1,"Off White Embroidered Rayon Straight Kurta Pant Dupatta Set, view 1",REPLACE,FALSE,Off White Embroidered Rayon Straight Kurta Pant Dupatta Set | Raa Vedi,"This Off White Embroidered 3-Piece Kurta Set, crafted from premium rayon fabric for exceptional comfort and a graceful drape. The straight-fit kurta features intricate embroidery on the yoke, adding a refined touch to its minimalistic design.Paired with matching straight pants and a beautifully textured dupatta in a so",g,active,10025,Rayon,Off White,Straight Fit,Round Neck with V-Slit,Three-Quarter Sleeves,Solid Straight Rayon Pants,Soft Textured Mauve Dupatta with Delicate Border Detailing,Embroidered,,Gentle Hand Wash or Machine Wash on Delicate Cycle,3,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
off-white-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,Size,M,10025-OFFWHITE-M,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425822,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10025-off-white-jul-02.jpg,2,"Off White Embroidered Rayon Straight Kurta Pant Dupatta Set, view 2",,,,,g,,,,,,,,,,,,,,,,,
off-white-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,Size,L,10025-OFFWHITE-L,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425839,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10025-off-white-jul-03.jpg,3,"Off White Embroidered Rayon Straight Kurta Pant Dupatta Set, view 3",,,,,g,,,,,,,,,,,,,,,,,
off-white-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,Size,XL,10025-OFFWHITE-XL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425846,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10025-off-white-jul-04.jpg,4,"Off White Embroidered Rayon Straight Kurta Pant Dupatta Set, view 4",,,,,g,,,,,,,,,,,,,,,,,
off-white-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,Size,XXL,10025-OFFWHITE-XXL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425853,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10025-off-white-jul-05.jpg,5,"Off White Embroidered Rayon Straight Kurta Pant Dupatta Set, view 5",,,,,g,,,,,,,,,,,,,,,,,
off-white-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10025-off-white-jul-06.jpg,6,"Off White Embroidered Rayon Straight Kurta Pant Dupatta Set, view 6",,,,,,,,,,,,,,,,,,,,,,
off-white-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10025-off-white-jul-07.jpg,7,"Off White Embroidered Rayon Straight Kurta Pant Dupatta Set, view 7",,,,,,,,,,,,,,,,,,,,,,
off-white-embroidered-rayon-straight-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10025-off-white-jul-08.jpg,8,"Off White Embroidered Rayon Straight Kurta Pant Dupatta Set, view 8",,,,,,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10037,MERGE,Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set,"<p>This Sea Green Embroidered 3-Piece Kurta Pant Dupatta Set, crafted from premium Cotton Flex fabric for breathable comfort and an elegant drape. The straight-fit kurta features delicate floral embroidery with intricate lace detailing on the neckline, front panel, and hem, creating a sophisticated yet graceful look.</p><p>Paired with matching straight pants and a coordinated lightweight dupatta.</p>",Raa Vedic,Kurta Set,"3 Piece Set, Cotton Flex, 2500 to 3500, Under the Neem Trees, New Arrival, Sea Green, Straight Fit, Embroidered, Floral",TRUE,Size,S,10037-SEAGREEN-S,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425365,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10037-sea-green-jul-01.jpg,1,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 1",REPLACE,FALSE,Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set | Ra,"This Sea Green Embroidered 3-Piece Kurta Pant Dupatta Set, crafted from premium Cotton Flex fabric for breathable comfort and an elegant drape. The straight-fit kurta features delicate floral embroidery with intricate lace detailing on the neckline, front panel, and hem, creating a sophisticated yet graceful look.Paire",g,active,10037,Cotton Flex,Sea Green,Straight Fit,,,,,Embroidered Floral,,,3,,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10037,,,,,,,,Size,M,10037-SEAGREEN-M,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425372,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10037-sea-green-jul-02.jpg,2,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 2",,,,,g,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10037,,,,,,,,Size,L,10037-SEAGREEN-L,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425389,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10037-sea-green-jul-03.jpg,3,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 3",,,,,g,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10037,,,,,,,,Size,XL,10037-SEAGREEN-XL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425396,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10037-sea-green-jul-04.jpg,4,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 4",,,,,g,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10037,,,,,,,,Size,XXL,10037-SEAGREEN-XXL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425402,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10037-sea-green-jul-05.jpg,5,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 5",,,,,g,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10037,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10037-sea-green-jul-06.jpg,6,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 6",,,,,,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10037,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10037-sea-green-jul-07.jpg,7,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 7",,,,,,,,,,,,,,,,,,,,,,
